latitude,longitude,elevation
37.426565499999995,-122.1757759,1.862645149230957e-09
37.42653602947052,-122.17578898691309,1.2439040951430798
37.42653651449275,-122.17578899345327,1.2528375824913383
37.42653667627457,-122.17578899563478,1.2531936038285494
37.42653667707702,-122.17578899008974,1.2531235041096807
37.42653667897152,-122.17578898098863,1.253217700868845
37.42653668494086,-122.17578896839048,1.2551924604922533
37.42653669140056,-122.17578894813,1.255374038591981
37.42653677925091,-122.17578894638508,1.2552332049235702
37.42653679376209,-122.17578892731481,1.2569431196898222
37.426536797360086,-122.17578891226307,1.2605779357254505
37.42653679795172,-122.17578890845789,1.2622386626899242
37.42653679798488,-122.1757889032873,1.2626725360751152
37.426536842523966,-122.17578891938548,1.2616399694234133
37.42653684476327,-122.17578891447089,1.2616073796525598
37.42653684665054,-122.17578891015054,1.261948793195188
37.42653684791793,-122.17578890260093,1.2643276881426573
37.42653684844288,-122.17578889447041,1.2649296587333083
37.42653687856012,-122.17578890903941,1.2638058513402939
37.42653687974823,-122.17578890114477,1.264906252734363
37.42653688156523,-122.17578889268607,1.2662902539595962
37.426536883018215,-122.17578888481384,1.2669768398627639
37.42653688374859,-122.17578887709912,1.269912931136787
37.426536905765076,-122.17578889280291,1.2683326872065663
37.42653690654051,-122.17578888439253,1.2707734648138285
37.426536908395356,-122.17578887538134,1.2720720637589693
37.42653691035046,-122.17578886556065,1.2748474106192589
37.426536912438614,-122.17578885597545,1.2769346367567778
37.42653693008556,-122.17578886813595,1.2761381939053535
37.42653692760791,-122.17578884699364,1.279188696295023
37.42653692534706,-122.17578883466349,1.2831298634409904
37.42653692257637,-122.17578882004278,1.2870446424931288
37.426536923494176,-122.17578880310992,1.2910429518669844
37.426536612174,-122.17578915567192,1.3417944833636284
37.42653661937655,-122.17578914418172,1.3496816316619515
37.426536625381566,-122.17578911913284,1.3587309531867504
37.42653663323449,-122.17578909929027,1.360727640800178
37.42653664019762,-122.17578908985807,1.3555426876991987
37.42653670567518,-122.17578970788448,1.3890477968379855
37.42653671810625,-122.17578969494909,1.3612516792491078
37.426536717151656,-122.17578967554945,1.3237463142722845
37.42653658696207,-122.17578969849663,1.3051075441762805
37.42653623633875,-122.17578978145639,1.323152843862772
37.42653628276206,-122.17579023444563,1.484977152198553
37.426536172226584,-122.17579040869074,1.4870257256552577
37.426536127198005,-122.17579063950966,1.5065114321187139
37.42653616208801,-122.1757908778302,1.5569437090307474
37.42653617038619,-122.17579114491446,1.6159236319363117
37.426536886802886,-122.17579127855439,1.7961517814546824
37.42653686568244,-122.17579135863078,1.8392513915896416
37.426536762438026,-122.17579142702489,1.8665151353925467
37.42653658903394,-122.17579157585848,1.9043942373245955
37.42653647423901,-122.1757917307641,1.9489487083628774
37.426537236453235,-122.17579159203052,2.1010787030681968
37.426537166540186,-122.17579169742993,2.1604493353515863
37.42653710741684,-122.17579175749108,2.235258179716766
37.42653704645794,-122.17579177821742,2.323896954767406
37.426536958178225,-122.17579166238336,2.416452751494944
37.426538408139564,-122.1757906801543,2.4249923769384623
37.426538366272624,-122.17579052584665,2.500311682932079
37.426538290365585,-122.17579038272389,2.580066801980138
37.42653821901477,-122.17579023701758,2.6694958936423063
37.426538214978684,-122.17579009865264,2.767726881429553
37.42653952285302,-122.17578917788664,2.7287525767460465
37.42653954564474,-122.17578901301565,2.8231263160705566
37.42653960349265,-122.17578889522092,2.9170188764110208
37.42653965372721,-122.17578877081829,3.007952293381095
37.42653968977212,-122.17578864145146,3.08552432525903
37.42654052609861,-122.17578800736639,2.9687272552400827
37.426540548942384,-122.17578782206716,3.0558900302276015
37.42654055562586,-122.17578768442603,3.140051558613777
37.42654056683971,-122.17578755488208,3.22347697801888
37.42653993710952,-122.17578765479706,3.0776821793988347
37.42653998908916,-122.17578760517716,3.082688268274069
37.426540034102366,-122.17578758303681,3.080558736808598
37.42654007781101,-122.17578757297063,3.076593811623752
37.42654013140549,-122.17578757317604,3.078059695661068
37.426540126324426,-122.17578768091619,3.0823129657655954
37.426537729069466,-122.17578863923386,3.1056750640273094
37.42653760208061,-122.17578891261293,3.1062907269224524
37.42653732006293,-122.17578925094942,3.1035410976037383
37.426536834561205,-122.17578963168098,3.1019660951569676
37.42653611713045,-122.17579005780686,3.0966945718973875
37.4265316249654,-122.17579102639134,3.061615178361535
37.426530519205734,-122.17579146563862,3.04968449100852
37.42652925408257,-122.17579193189975,3.0386849213391542
37.42652781351402,-122.17579246598251,3.0315857622772455
37.42652620826473,-122.17579306635473,3.0296559566631913
37.42652084239627,-122.1757940378343,3.0080289617180824
37.42651896670203,-122.17579464885327,3.0028523337095976
37.42651699414108,-122.17579522098852,2.9931594459339976
37.42651491205451,-122.17579565235505,2.983664942905307
37.4265127520454,-122.17579599689888,2.9766818173229694
37.42650765885457,-122.1757964157116,2.925142552703619
37.426505368820266,-122.17579672245265,2.919780222699046
37.426503074802746,-122.17579703525277,2.9138284316286445
37.42650076520748,-122.1757974035025,2.9113955376669765
37.426498501883074,-122.17579784878053,2.9044496845453978
37.42649433448414,-122.17579839636396,2.8781319111585617
37.42649215672381,-122.17579878125251,2.8738566553220153
37.42649001008467,-122.17579911600919,2.869855275377631
37.42648788909862,-122.17579940930383,2.8659061919897795
37.42648582801314,-122.1757996355642,2.8608263209462166
37.426482537318165,-122.1757998584442,2.8502035243436694
37.42648053013479,-122.17580006213959,2.8453468307852745
37.426478599892356,-122.17580025108889,2.8417375944554806
37.426476721490886,-122.17580042289356,2.841848217882216
37.42647494828349,-122.175800577068,2.8382019344717264
37.42647187539439,-122.17580104403682,2.8479161309078336
37.42647016364224,-122.17580118543394,2.8428876837715507
37.42646848422069,-122.17580134531943,2.8392427498474717
37.42646687679608,-122.17580148693828,2.838888205587864
37.426465284579095,-122.1758016443033,2.836269293911755
37.426461957790885,-122.17580285508,2.8506969856098294
37.42646032462888,-122.1758029976308,2.850512444972992
37.426458652555894,-122.17580319017583,2.852662991732359
37.42645697136991,-122.17580349783218,2.852907351218164
37.42645524789842,-122.17580387092147,2.854401580989361
37.42645161171746,-122.1758059127505,2.872920990921557
37.42644978992232,-122.17580646395338,2.8680665576830506
37.4264479290858,-122.17580710546052,2.8635880639776587
37.42644604585754,-122.17580785262177,2.866152477450669
37.42644407587438,-122.17580864921558,2.8666717745363712
37.42644026881921,-122.17581117402966,2.911829663440585
37.42643812514046,-122.17581208930424,2.907910238020122
37.42643593302933,-122.17581299151088,2.9029786586761475
37.42643369806027,-122.17581389357316,2.9004832319915295
37.42643145003948,-122.17581475614173,2.897514303214848
37.42642754580308,-122.17581737414743,3.005631190724671
37.42642530683232,-122.1758181465832,3.006226441822946
37.42642309900604,-122.17581892610306,3.003996971063316
37.426420919147006,-122.1758197178998,3.005410887300968
37.42641873930614,-122.17582052878616,3.006272475235164
37.42641498058735,-122.17582304931132,3.1241574632003903
37.42641278055422,-122.1758239044073,3.1221935907378793
37.42641063936559,-122.17582481810358,3.1241681557148695
37.42640851131982,-122.1758257717272,3.1251363530755043
37.42640637735574,-122.1758267640339,3.1259209904819727
37.42640306436907,-122.17582924679596,3.2234656335785985
37.426400949514004,-122.17583022066526,3.2251877961680293
37.42639881929524,-122.17583121882348,3.225342090241611
37.42639668625096,-122.1758322570112,3.224448692984879
37.4263945108376,-122.17583329807432,3.222682029940188
37.42639155961862,-122.17583554373735,3.275728621520102
37.42638881219539,-122.17583666716132,3.281424297951162
37.42638603564833,-122.17583767655348,3.2880273554474115
37.42638322433966,-122.17583860469122,3.292543351650238
37.42638005898179,-122.17584069612273,3.3648642245680094
37.42637784899639,-122.17584139637283,3.3623191379010677
37.42637568292177,-122.17584213855086,3.359512275084853
37.426373580602906,-122.17584291745001,3.358282475732267
37.42637154082895,-122.17584369928258,3.361200427636504
37.42636942370884,-122.1758458172269,3.393622290343046
37.42636772265015,-122.1758463868629,3.394624864682555
37.426366038919554,-122.17584698535785,3.393439910374582
37.42636438161645,-122.17584760924105,3.3909653648734093
37.42636275203795,-122.17584822995232,3.389375129714608
37.426361146310526,-122.1758488508367,3.3911342481151223
37.42635946652619,-122.17585132675671,3.440594356507063
37.42635755455013,-122.17585210261878,3.444023799151182
37.4263556924408,-122.17585291249871,3.4418877800926566
37.42635384486478,-122.17585377800711,3.4403062807396054
37.42635204925446,-122.17585463813113,3.4415235929191113
37.42635021614797,-122.17585730205366,3.427435672841966
37.42634837144945,-122.17585810055432,3.4289796156808734
37.4263464992026,-122.17585885912901,3.4257089104503393
37.42634459803939,-122.17585961898932,3.42207816708833
37.42634266857606,-122.17586039528506,3.422400643117726
37.426340643961744,-122.17586306765168,3.392004981637001
37.42633874432829,-122.17586381391578,3.3944972567260265
37.426336901647616,-122.17586450877101,3.3957911068573594
37.42633501376046,-122.17586517324699,3.3966332711279392
37.42633308144869,-122.17586579128607,3.395987809635699
37.42633107577703,-122.17586841811335,3.372076685540378
37.4263290426129,-122.17586904922645,3.375345195643604
37.42632697616413,-122.175869729898,3.3762573515996337
37.42632488953221,-122.17587048237652,3.3812471963465214
37.42632280090518,-122.17587128879761,3.3866784619167447
37.42632102444338,-122.1758738506436,3.3261066069826484
37.426318918977636,-122.17587467454476,3.3244274239987135
37.426316810324664,-122.17587549441365,3.3238066397607327
37.4263146988534,-122.17587631033747,3.325671060010791
37.4263126177909,-122.17587714695783,3.3282936485484242
37.42631164971206,-122.17587929607923,3.2807312794029713
37.426309585596904,-122.17588012704721,3.2819650815799832
37.42630753786113,-122.17588093009539,3.281644239090383
37.42630552196037,-122.17588169879693,3.2822743905708194
37.42630356920417,-122.17588243679386,3.282182116061449
37.426303926224534,-122.17588369477032,3.200457817874849
37.42630211033379,-122.17588430709458,3.2062662383541465
37.426300333889266,-122.1758848593032,3.2100056428462267
37.426298610462766,-122.17588535277038,3.209145041182637
37.42629695833318,-122.17588585522138,3.210997963324189
37.42629872022561,-122.17588629246816,3.1108887856826186
37.426297252705155,-122.17588677704668,3.113317363895476
37.42629582240016,-122.17588728996306,3.1138768577948213
37.42629443957619,-122.17588781153303,3.1140185287222266
37.42629310144616,-122.17588833151216,3.113642848096788
37.426295699719326,-122.17588842843797,3.000753277912736
37.42629468801009,-122.17588886109074,2.988504054956138
37.42629425574084,-122.17588900355679,2.9990960666909814
37.426294214851396,-122.17588894870326,3.0141817182302475
37.42629773081056,-122.17588858290749,2.997977680526674
37.426297851032956,-122.17588851434056,2.9969375608488917
37.42629799395883,-122.17588848768176,2.996430800296366
37.4262981262419,-122.17588844681049,2.9967564661055803
37.42629823219046,-122.1758883991703,2.9969734586775303
37.42629832745142,-122.17588835081654,2.9979855669662356
37.42630143147516,-122.17588809685965,2.9568596556782722
37.4263015137977,-122.175888009992,2.955510964617133
37.42630156686015,-122.17588794095553,2.954880394972861
37.42630158808638,-122.17588791434996,2.95515491720289
37.426301582926925,-122.175887926259,2.9580899458378553
37.42630365645685,-122.17588609441448,2.8711589090526104
37.426303574442656,-122.17588618101283,2.8721905034035444
37.42630349285044,-122.1758862641964,2.873338369652629
37.42630341570728,-122.17588632274531,2.8739191768690944
37.42630337464857,-122.175886377963,2.8691582726314664
