,seconds of week [s],ECEF_vel_x,ECEF_vel_y,ECEF_vel_z,IMU_ATTI(0):velN[meters/Sec],IMU_ATTI(0):velE[meters/Sec],IMU_ATTI(0):velD[meters/Sec],IMU_ATTI(0):velH[meters/Sec],IMU_ATTI(0):velComposite[meters/Sec],GPS(0):Lat[degrees],GPS(0):Long[degrees],Normalized barometer:Raw[meters]
0,594595.0,-0.006195635534822941,0.0026570232585072517,0.025776894763112068,0.019771658,-0.008948026,-0.010131832,0.021702203,0.023950776,37.4265419,-122.1757774,1.440185999999997
1,594595.2,-0.0017545861192047596,0.008507419377565384,0.01965046301484108,0.01935321,-0.008304467,-0.000598,0.0210597,0.021068193,37.4265419,-122.1757775,1.2583500000000072
2,594595.4,-0.001945258118212223,0.010777957737445831,0.01840097876265645,0.019467225,-0.009674955,0.001606921,0.02173885,0.021798162000000003,37.426542,-122.1757775,1.9993300000000005
3,594595.6,-0.0022056670859456062,0.008481649681925774,0.02050468884408474,0.019872338,-0.008672548,-0.001325229,0.021682317000000003,0.021722778999999998,37.426542100000006,-122.1757775,1.519843999999992
4,594595.8,-0.000875730998814106,0.008899479173123837,0.01884780405089259,0.019201897,-0.007769365,0.000525,0.020714147,0.020720802,37.426542100000006,-122.17577759999999,1.1545799999999957
5,594596.0,-0.003314569592475891,0.00872225221246481,0.019712939392775297,0.019008473,-0.00973927,-0.001151265,0.021358263,0.021389268,37.4265422,-122.17577759999999,1.4601059999999961
6,594596.2,0.0046328897587955,0.02062493097037077,0.009257319383323193,0.019400198,-0.009350757,0.016564588999999998,0.021536117,0.027169652000000002,37.4265422,-122.17577759999999,1.227950000000007
7,594596.4,-0.006225137505680323,-0.0009142709895968437,0.025663110427558422,0.017834654,-0.007071224,-0.012475672,0.019185336,0.022884917999999997,37.4265422,-122.17577759999999,2.1088400000000007
8,594596.6,0.006206868682056665,0.015486020594835281,0.011679974384605885,0.019190013,-0.005281956,0.012303633000000001,0.01990366,0.023399467,37.426542100000006,-122.17577759999999,1.2798299999999898
9,594596.8,0.005181069485843182,0.00946180522441864,0.011285352054983377,0.015445752,-0.002942218,0.008060366999999999,0.015723482,0.01766911,37.426542,-122.1757777,1.8426439999999928
10,594597.0,0.0017080707475543022,0.008518338203430176,0.0137092974036932,0.015761383,-0.005379421,0.004484366,0.016654109,0.017247286,37.426542,-122.17577759999999,1.6367000000000047
11,594597.2,-0.00036966847255825996,0.005585807375609875,0.018393814098089933,0.017300574,-0.005576439,-0.001212432,0.018177088,0.01821748,37.426541799999995,-122.1757775,2.004559999999998
12,594597.4,-0.0015314803458750248,0.004889072850346565,0.015816950239241123,0.014519795,-0.006188796999999999,-0.000606,0.015783715,0.015795363,37.4265417,-122.17577730000001,1.4800199999999961
13,594597.6,0.00015232572332024574,0.005353499203920364,0.014393451157957315,0.014173187,-0.005010905,0.001283359,0.015032911000000001,0.015087592,37.4265416,-122.1757774,1.019369999999995
14,594597.8,-0.004413892515003681,0.0006073275581002235,0.020524211693555117,0.015122584,-0.006348426999999999,-0.00756381,0.016401069,0.018061182,37.4265414,-122.17577720000001,1.581153999999998
