,seconds of week [s],ECEF_vel_x,ECEF_vel_y,ECEF_vel_z,IMU_ATTI(0):velN[meters/Sec],IMU_ATTI(0):velE[meters/Sec],IMU_ATTI(0):velD[meters/Sec],IMU_ATTI(0):velH[meters/Sec],IMU_ATTI(0):velComposite[meters/Sec],GPS(0):Lat[degrees],GPS(0):Long[degrees],Normalized barometer:Raw[meters]
0,594416.0,0.0023540263064205647,0.0003652172163128853,-0.0009575369767844677,0.000129,-0.000491,0.008190931,0.000508,0.008206655,37.4265655,-122.1757759,0.5031500000000051
1,594416.2,0.00236945366486907,-0.0008421484380960464,0.00014062132686376572,0.00038500000000000003,0.000165,0.006718501,0.00041900000000000005,0.006731565,37.4265654,-122.1757758,1.0529099999999971
2,594416.4,0.003550269640982151,-0.0019206637516617775,0.0011211158707737923,0.000991,0.001738793,0.00589702,0.00200154,0.00622744,37.4265653,-122.1757758,1.3752059999999915
3,594416.6,0.0016156714409589767,-0.007901888340711594,0.008631350006908178,0.003252244,0.0032864120000000003,-0.003505798,0.004623591,0.005802432,37.4265653,-122.17577560000001,1.1666299999999978
4,594416.8,0.008365578018128872,-0.0035410868003964424,0.0033984649926424026,0.003524358,0.006677466999999999,0.005460116,0.007550475,0.009317861,37.4265652,-122.17577549999999,0.9344700000000046
5,594417.0,0.010750641115009785,-0.00032398663461208344,0.0019591464661061764,0.004808130999999999,0.006983072,0.009505908,0.008478290999999999,0.012737492,37.4265652,-122.17577549999999,0.5267300000000006
6,594417.2,0.0061341398395597935,-0.006098741665482521,0.011590840294957161,0.007992352,0.006150727,-0.002181579,0.010085095,0.010318354,37.4265652,-122.1757753,1.0450500000000034
7,594417.4,-0.0014012288302183151,-0.014736236073076725,0.01263077650219202,0.001936319,0.004372251,-0.011806081000000001,0.004781830999999999,0.012737718,37.426565100000005,-122.1757753,0.9826900000000052
8,594417.6,-0.001979887019842863,-0.006309335120022297,0.005307196639478207,0.000268,-0.000605,-0.00193562,0.000662,0.002045732,37.4265652,-122.1757753,1.0099400000000003
9,594417.8,0.0010254052467644215,-0.0026672715321183205,0.0013330336660146713,-4.1899999999999995e-05,-7.21e-07,0.0041986440000000005,4.1899999999999995e-05,0.004198853,37.426565000000004,-122.1757751,0.869489999999999
10,594418.0,0.0004491605795919895,-0.005252102389931679,0.002568400464951992,-0.0005769999999999999,0.0008880000000000001,0.001466724,0.001058881,0.001809008,37.426565000000004,-122.1757751,1.3500500000000102
11,594418.2,0.0023120432160794735,-0.0004094727337360382,0.0008877981454133987,0.0011823489999999999,-0.00011399999999999999,0.0065309619999999995,0.0011878,0.006638097,37.426565000000004,-122.1757751,-0.06656999999999869
12,594418.4,0.001235398929566145,-0.0016268864274024963,0.0018691630102694035,0.000987,-0.000377,0.004660934,0.00105625,0.004779118,37.426564899999995,-122.175775,0.7866799999999898
13,594418.6,-0.001974433194845915,-0.009412534534931183,0.007787310052663088,0.000643,0.001052121,-0.005526464,0.001233078,0.005662357,37.426564899999995,-122.17577490000001,1.1640199999999936
14,594418.8,0.0018670540302991867,-0.0037894072011113167,0.00206055399030447,0.000231,0.001309223,0.0033581559999999997,0.001329519,0.003611763,37.4265648,-122.17577479999999,1.019369999999995
15,594419.0,0.0005545280873775482,-0.0058376118540763855,0.0034663472324609756,-0.000131,0.001288978,0.000572,0.001295573,0.001416142,37.42656470000001,-122.17577479999999,0.5723339999999979
16,594419.2,0.0008438839577138424,-0.005219665355980396,0.003867387305945158,0.000599,0.001204828,0.000866,0.001345297,0.001599699,37.42656470000001,-122.17577460000001,0.7861599999999953
17,594419.4,0.0005684774369001389,-0.006126212887465954,0.005006320774555206,0.0009480000000000001,0.00145447,-0.000552,0.0017361579999999998,0.001821846,37.42656470000001,-122.17577450000002,0.869489999999999
18,594419.6,0.001758059486746788,-0.003747996874153614,0.0027266540564596653,0.000746,0.001194916,0.00293508,0.001408679,0.0032556209999999998,37.4265646,-122.1757744,0.8212740000000025
19,594419.8,-0.0031871949322521687,-0.011477389372885227,0.00924382358789444,0.00034500000000000004,0.001125185,-0.008312448,0.001177029,0.008395366999999999,37.4265646,-122.1757744,1.3673500000000018
