# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 10 Manufacturer: Google Model: Pixel 3 XL
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Fix,gps,37.426536,-122.175789,1.245148,0.000000,3.216000,1581800799000
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,6,0.0,207,398379640703,96,15.5,-1.0119576454162598,2.305000066757202,16,0.0,0.0,1.59975002E9,,,,0,,3,1.48,1.59975002E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,18,0.0,207,398368442914,70,17.6,-664.3602905273438,1.378499984741211,16,0.0,0.0,1.60031245E9,,,,0,,3,1.48,1.60031245E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,9,0.0,207,398368363988,24,25.4,-492.3153076171875,0.5938000082969666,16,0.0,0.0,1.60087501E9,,,,0,,3,1.48,1.60087501E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,16,0.0,207,398379481080,93,15.9,-3.116914749145508,1.5850000381469727,16,0.0,0.0,1.60143744E9,,,,0,,3,1.48,1.60143744E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,15,0.0,207,398373855302,17,28.9,477.2066345214844,0.25280001759529114,16,0.0,0.0,1.602E9,,,,0,,3,1.48,1.602E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,5,0.0,207,398374351829,27,24.3,744.9060668945312,0.887499988079071,16,0.0,0.0,1.60256256E9,,,,0,,3,1.48,1.60256256E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,17,0.0,207,398370856742,21,26.5,-229.18165588378906,0.326200008392334,16,0.0,0.0,1.60424998E9,,,,0,,3,1.48,1.60424998E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,7,0.0,207,398370265947,6,38.8,-648.7245483398438,0.23510000109672546,16,0.0,0.0,1.60481254E9,,,,0,,3,1.48,1.60481254E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,4,0.0,15,594416364753719,17,28.6,676.6018676757812,0.03930000215768814,16,0.0,0.0,1.57542003E9,,,,0,,1,0.31,1.57542003E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,5,0.0,15,594416367397018,9,35.8,42.79708480834961,0.03210000321269035,16,0.0,0.0,1.57542003E9,,,,0,,1,0.31,1.57542003E9
Raw,845248,867166000000,,,-1265835149279747581,0.7995662689208984,25.40882815083023,6.791976592148859,9.605170286032031,0,7,0.0,15,594416376272975,21,26.4,5.082680702209473,0.13520000874996185,16,0.0,0.0,1.57542003E9,,,,0,,1,0.31,1.57542003E9
